irradiation date,cell line,radiation type,sample_id,dose,position,image_nr,nuclei,micronuclei
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,2,0
05MAY2022,MOC2,proton,2,4.58,1,1,3,0
05MAY2022,MOC2,proton,2,4.58,1,1,1,0
05MAY2022,MOC2,proton,2,4.58,1,1,3,1
05MAY2022,MOC2,proton,2,4.58,1,13,1,0
05MAY2022,MOC2,proton,2,4.58,1,13,2,0
05MAY2022,MOC2,proton,2,4.58,1,13,1,0
05MAY2022,MOC2,proton,2,4.58,1,13,0,1
05MAY2022,MOC2,proton,2,4.58,1,13,4,1
05MAY2022,MOC2,proton,2,4.58,1,12,1,1
05MAY2022,MOC2,proton,2,4.58,1,12,1,2
05MAY2022,MOC2,proton,2,4.58,1,12,2,0
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,2,4.58,1,12,1,3
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,2,4.58,1,12,2,0
05MAY2022,MOC2,proton,2,4.58,1,12,4,1
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,2,4.58,1,12,1,0
05MAY2022,MOC2,proton,1,4.24,5,5,1,0
05MAY2022,MOC2,proton,1,4.24,5,5,1,0
05MAY2022,MOC2,proton,1,4.24,5,5,2,0
05MAY2022,MOC2,proton,1,4.24,5,5,1,1
05MAY2022,MOC2,proton,1,4.24,5,5,1,0
05MAY2022,MOC2,proton,1,4.24,5,5,1,0
05MAY2022,MOC2,proton,1,4.24,5,4,1,0
05MAY2022,MOC2,proton,1,4.24,5,4,2,1
05MAY2022,MOC2,proton,1,4.24,5,4,1,5
05MAY2022,MOC2,proton,1,4.24,5,10,1,0
05MAY2022,MOC2,proton,1,4.24,5,10,1,0
05MAY2022,MOC2,proton,1,4.24,5,10,4,1
05MAY2022,MOC2,proton,1,4.24,5,10,1,2
05MAY2022,MOC2,proton,1,4.24,5,10,5,2
05MAY2022,MOC2,proton,1,4.24,5,10,2,1
05MAY2022,MOC2,proton,1,4.24,5,10,2,0
05MAY2022,MOC2,proton,1,4.24,5,11,2,1
